,Port Number,Description
9383,5675,V5UA application port
9384,5675,V5UA application port
9385,5675,V5UA application port
9386,5676,RA Administration
9387,5676,RA Administration
9388,5677,Quest Central DB2 Launchr
9389,5677,Quest Central DB2 Launchr
9390,5678,Remote Replication Agent Connection
9391,5678,Remote Replication Agent Connection
9392,5679,Direct Cable Connect Manager
9393,5679,Direct Cable Connect Manager
9394,5680,Auriga Router Service
9395,5680,Auriga Router Service
9396,5681,Net-coneX Control Protocol
9397,5681,Net-coneX Control Protocol
9398,5682,Reserved
9399,5682,BrightCore control & data transfer exchange
9400,5683,Reserved
9401,5683,Constrained Application Protocol
9402,5684,Reserved
9403,5684,DTLS-secured CoAP
9404,5685-5686,Unassigned
9405,5687,GOG multiplayer game protocol
9406,5687,Reserved
9407,5688,GGZ Gaming Zone
9408,5688,GGZ Gaming Zone
9409,5689,QM video network management protocol
9410,5689,QM video network management protocol
9411,5690-5692,Unassigned
9412,5693,Robert Bosch Data Transfer
9413,5693,Reserved
9414,5694-5695,Unassigned
9415,5696,Key Management Interoperability Protocol
9416,5696,Reserved
9417,5697-5699,Unassigned
9418,5700,Dell SupportAssist data center management
9419,5700,Reserved
9420,5701-5712,Unassigned
9421,5713,proshare conf audio
9422,5713,proshare conf audio
9423,5714,proshare conf video
9424,5714,proshare conf video
9425,5715,proshare conf data
9426,5715,proshare conf data
9427,5716,proshare conf request
9428,5716,proshare conf request
9429,5717,proshare conf notify
9430,5717,proshare conf notify
9431,5718,DPM Communication Server
9432,5718,DPM Communication Server
9433,5719,DPM Agent Coordinator
9434,5719,DPM Agent Coordinator
9435,5720,MS-Licensing
9436,5720,MS-Licensing
9437,5721,Desktop Passthru Service
9438,5721,Desktop Passthru Service
9439,5722,Microsoft DFS Replication Service
9440,5722,Microsoft DFS Replication Service
9441,5723,Operations Manager - Health Service
9442,5723,Operations Manager - Health Service
9443,5724,Operations Manager - SDK Service
9444,5724,Operations Manager - SDK Service
9445,5725,Microsoft Identity Lifecycle Manager
9446,5725,Reserved
9447,5726,Microsoft Lifecycle Manager Secure Token Service
9448,5726,Reserved
9449,5727,ASG Event Notification Framework
9450,5727,Reserved
9451,5728,Dist. I/O Comm. Service Data and Control
9452,5728,Dist. I/O Comm. Service Group Membership
9453,5729,Openmail User Agent Layer
9454,5729,Openmail User Agent Layer
9455,5730,Steltor's calendar access
9456,5730,Steltor's calendar access
9457,5731-5740,Unassigned
9458,5741,IDA Discover Port 1
9459,5741,IDA Discover Port 1
9460,5742,IDA Discover Port 2
9461,5742,IDA Discover Port 2
9462,5743,Watchdoc NetPOD Protocol
9463,5743,Watchdoc NetPOD Protocol
9464,5744,Watchdoc Server
9465,5744,Watchdoc Server
9466,5745,fcopy-server
9467,5745,fcopy-server
9468,5746,fcopys-server
9469,5746,fcopys-server
9470,5747,Wildbits Tunatic
9471,5747,Wildbits Tunatic
9472,5748,Wildbits Tunalyzer
9473,5748,Wildbits Tunalyzer
9474,5749,Unassigned
9475,5750,Bladelogic Agent Service
9476,5750,Bladelogic Agent Service
9477,5751-5754,Unassigned
9478,5755,OpenMail Desk Gateway server
9479,5755,OpenMail Desk Gateway server
9480,5756,Unassigned
9481,5757,OpenMail X.500 Directory Server
9482,5757,OpenMail X.500 Directory Server
9483,5758-5765,Unassigned
9484,5766,OpenMail NewMail Server
9485,5766,OpenMail NewMail Server
9486,5767,OpenMail Suer Agent Layer (Secure)
9487,5767,OpenMail Suer Agent Layer (Secure)
9488,5768,OpenMail CMTS Server
9489,5768,OpenMail CMTS Server
9490,5769,x509solutions Internal CA
9491,5769,x509solutions Internal CA
9492,5770,x509solutions Secure Data
9493,5770,x509solutions Secure Data
9494,5771,NetAgent
9495,5771,NetAgent
9496,5772-5776,Unassigned
9497,5777,DALI Port
9498,5777,DALI Port
9499,5778-5779,Unassigned
9500,5780,Visual Tag System RPC
9501,5780,Reserved
9502,5781,3PAR Event Reporting Service
9503,5781,3PAR Event Reporting Service
9504,5782,3PAR Management Service
9505,5782,3PAR Management Service
9506,5783,3PAR Management Service with SSL
9507,5783,3PAR Management Service with SSL
9508,5784,Reserved
9509,5784,Cisco Interbox Application Redundancy
9510,5785,3PAR Inform Remote Copy
9511,5785,3PAR Inform Remote Copy
9512,5786,Reserved
9513,5786,redundancy notification
9514,5787,Reserved
9515,5787,Cisco WAAS Cluster Protocol
9516,5788-5792,Unassigned
9517,5793,XtreamX Supervised Peer message
9518,5793,XtreamX Supervised Peer message
9519,5794,Reserved
9520,5794,Simple Peered Discovery Protocol
9521,5795-5812,Unassigned
9522,5813,ICMPD
9523,5813,ICMPD
9524,5814,Support Automation
9525,5814,Support Automation
9526,5815-5840,Unassigned
9527,5841,Z-firm ShipRush interface for web access and bidirectional data
9528,5841,Reserved
9529,5842,Reversion Backup/Restore
9530,5842,Reserved
9531,5843-5858,Unassigned
9532,5859,WHEREHOO
9533,5859,WHEREHOO
9534,5860-5862,Unassigned
9535,5863,PlanetPress Suite Messeng
9536,5863,PlanetPress Suite Messeng
9537,5864-5867,Unassigned
9538,5868,Diameter over TLS/TCP
9539,5868,Reserved
9540,5868,Diameter over DTLS/SCTP
9541,5869-5882,Unassigned
9542,5883,Javascript Unit Test Environment
9543,5884-5899,Unassigned
9544,5900,Remote Framebuffer
9545,5900,Remote Framebuffer
9546,5901-5909,Unassigned
9547,5910,Context Management
9548,5910,Context Management
9549,5910,Context Management
9550,5911,Controller Pilot Data Link Communication
9551,5911,Controller Pilot Data Link Communication
9552,5911,Controller Pilot Data Link Communication
9553,5912,Flight Information Services
9554,5912,Flight Information Services
9555,5912,Flight Information Services
9556,5913,Automatic Dependent Surveillance
9557,5913,Automatic Dependent Surveillance
9558,5913,Automatic Dependent Surveillance
9559,5914-5962,Unassigned
9560,5963,Indy Application Server
9561,5963,Indy Application Server
9562,5964-5967,Unassigned
9563,5968,mppolicy-v5
9564,5968,mppolicy-v5
9565,5969,mppolicy-mgr
9566,5969,mppolicy-mgr
9567,5970-5983,Unassigned
9568,5984,CouchDB
9569,5984,CouchDB
9570,5985,WBEM WS-Management HTTP
9571,5985,WBEM WS-Management HTTP
9572,5986,WBEM WS-Management HTTP over TLS/SSL
9573,5986,WBEM WS-Management HTTP over TLS/SSL
9574,5987,WBEM RMI
9575,5987,WBEM RMI
9576,5988,WBEM CIM-XML (HTTP)
9577,5988,WBEM CIM-XML (HTTP)
9578,5989,WBEM CIM-XML (HTTPS)
9579,5989,WBEM CIM-XML (HTTPS)
9580,5990,WBEM Export HTTPS
9581,5990,WBEM Export HTTPS
9582,5991,NUXSL
9583,5991,NUXSL
9584,5992,Consul InSight Security
9585,5992,Consul InSight Security
9586,5993,DMTF WBEM CIM REST
9587,5993,Reserved
9588,5994-5998,Unassigned
9589,5999,CVSup
9590,5999,CVSup
9591,6000-6063,X Window System
9592,6000-6063,X Window System
9593,6064,NDL-AHP-SVC
9594,6064,NDL-AHP-SVC
9595,6065,WinPharaoh
9596,6065,WinPharaoh
9597,6066,EWCTSP
9598,6066,EWCTSP
9599,6067,Unassigned
9600,6068,GSMP/ANCP
9601,6068,Reserved
9602,6069,TRIP
9603,6069,TRIP
9604,6070,Messageasap
9605,6070,Messageasap
9606,6071,SSDTP
9607,6071,SSDTP
9608,6072,DIAGNOSE-PROC
9609,6072,DIAGNOSE-PROC
9610,6073,DirectPlay8
9611,6073,DirectPlay8
9612,6074,Microsoft Max
9613,6074,Microsoft Max
9614,6075,Microsoft DPM Access Control Manager
9615,6075,Reserved
9616,6076,Microsoft DPM WCF Certificates
9617,6076,Reserved
9618,6077,iConstruct Server
9619,6077,Reserved
9620,6078-6079,Unassigned
9621,6080,Generic UDP Encapsulation
9622,6080,Reserved
9623,6081,Generic Network Virtualization Encapsulation (Geneve)
9624,6081,Reserved
9625,6082,Reserved
9626,6082,APCO Project 25 Common Air Interface - UDP encapsulation
9627,6083,Reserved
9628,6083,telecomsoftware miami broadcast
9629,6084,Peer to Peer Infrastructure Configuration
9630,6084,Reserved
9631,6085,konspire2b p2p network
9632,6085,konspire2b p2p network
9633,6086,PDTP P2P
9634,6086,PDTP P2P
9635,6087,Local Download Sharing Service
9636,6087,Local Download Sharing Service
9637,6088,SuperDog License Manager
9638,6088,SuperDog License Manager Notifier
9639,6089-6098,Unassigned
9640,6099,RAXA Management
9641,6099,Reserved
9642,6100,SynchroNet-db
9643,6100,SynchroNet-db
9644,6101,SynchroNet-rtc
9645,6101,SynchroNet-rtc
9646,6102,SynchroNet-upd
9647,6102,SynchroNet-upd
9648,6103,RETS
9649,6103,RETS
9650,6104,DBDB
9651,6104,DBDB
9652,6105,Prima Server
9653,6105,Prima Server
9654,6106,MPS Server
9655,6106,MPS Server
9656,6107,ETC Control
9657,6107,ETC Control
9658,6108,Sercomm-SCAdmin
9659,6108,Sercomm-SCAdmin
9660,6109,GLOBECAST-ID
9661,6109,GLOBECAST-ID
9662,6110,HP SoftBench CM
9663,6110,HP SoftBench CM
9664,6111,HP SoftBench Sub-Process Control
9665,6111,HP SoftBench Sub-Process Control
9666,6112,Desk-Top Sub-Process Control Daemon
9667,6112,Desk-Top Sub-Process Control Daemon
9668,6113,Daylite Server
9669,6113,Reserved
9670,6114,WRspice IPC Service
9671,6114,Reserved
9672,6115,Xic IPC Service
9673,6115,Reserved
9674,6116,XicTools License Manager Service
9675,6116,Reserved
9676,6117,Daylite Touch Sync
9677,6117,Reserved
9678,6118,Transparent Inter Process Communication
9679,6118,Reserved
9680,6119-6120,Unassigned
9681,6121,SPDY for a faster web
9682,6121,Reserved
9683,6122,Backup Express Web Server
9684,6122,Backup Express Web Server
9685,6123,Backup Express
9686,6123,Backup Express
9687,6124,Phlexible Network Backup Service
9688,6124,Phlexible Network Backup Service
9689,6125-6129,Unassigned
9690,6130,The DameWare Mobile Gateway Service
9691,6130,Reserved
9692,6131-6132,Unassigned
9693,6133,New Boundary Tech WOL
9694,6133,New Boundary Tech WOL
9695,6134-6139,Unassigned
9696,6140,Pulsonix Network License Service
9697,6140,Pulsonix Network License Service
9698,6141,Meta Corporation License Manager
9699,6141,Meta Corporation License Manager
9700,6142,Aspen Technology License Manager
9701,6142,Aspen Technology License Manager
9702,6143,Watershed License Manager
9703,6143,Watershed License Manager
9704,6144,StatSci License Manager - 1
9705,6144,StatSci License Manager - 1
9706,6145,StatSci License Manager - 2
9707,6145,StatSci License Manager - 2
9708,6146,Lone Wolf Systems License Manager
9709,6146,Lone Wolf Systems License Manager
9710,6147,Montage License Manager
9711,6147,Montage License Manager
9712,6148,Ricardo North America License Manager
9713,6148,Ricardo North America License Manager
9714,6149,tal-pod
9715,6149,tal-pod
9716,6150-6158,Unassigned
9717,6159,EFB Application Control Interface
9718,6159,Reserved
9719,6160,Emerson Extensible Control and Management Protocol
9720,6160,Emerson Extensible Control and Management Protocol Data
9721,6161,PATROL Internet Srv Mgr
9722,6161,PATROL Internet Srv Mgr
9723,6162,PATROL Collector
9724,6162,PATROL Collector
9725,6163,Precision Scribe Cnx Port
9726,6163,Precision Scribe Cnx Port
9727,6164-6199,Unassigned
9728,6200,LM-X License Manager by X-Formation
9729,6200,LM-X License Manager by X-Formation
9730,6201,Reserved
9731,6201,Management of service nodes in a processing grid for thermodynamic calculations
9732,6202-6208,Unassigned
9733,6209,QMTP over TLS
9734,6209,QMTP over TLS
9735,6210-6221,Unassigned
9736,6222,Radmind Access Protocol
9737,6222,Radmind Access Protocol
9738,6223-6240,Unassigned
9739,6241,JEOL Network Services Data Transport Protocol 1
9740,6241,JEOL Network Services Dynamic Discovery Protocol 1
9741,6242,JEOL Network Services Data Transport Protocol 2
9742,6242,JEOL Network Services Dynamic Discovery Protocol 2
9743,6243,JEOL Network Services Data Transport Protocol 3
9744,6243,JEOL Network Services Dynamic Discovery Protocol 3
9745,6244,JEOL Network Services Data Transport Protocol 4
9746,6244,JEOL Network Services Dynamic Discovery Protocol 4
9747,6245-6250,Unassigned
9748,6251,TL1 Raw Over SSL/TLS
9749,6251,TL1 Raw Over SSL/TLS
9750,6252,TL1 over SSH
9751,6252,TL1 over SSH
9752,6253,CRIP
9753,6253,CRIP
9754,6254-6266,Unassigned
9755,6267,GridLAB-D User Interface
9756,6267,Reserved
9757,6268,Grid Authentication
9758,6268,Grid Authentication
9759,6269,Grid Authentication Alt
9760,6269,Grid Authentication Alt
9761,6270-6299,Unassigned
9762,6300,BMC GRX
9763,6300,BMC GRX
9764,6301,"BMC CONTROL-D LDAP SERVER
IANA assigned this well-formed service name as a replacement for ""bmc_ctd_ldap""."
9765,6301,BMC CONTROL-D LDAP SERVER
9766,6301,"BMC CONTROL-D LDAP SERVER
IANA assigned this well-formed service name as a replacement for ""bmc_ctd_ldap""."
9767,6301,BMC CONTROL-D LDAP SERVER
9768,6302-6305,Unassigned
9769,6306,Unified Fabric Management Protocol
9770,6306,Unified Fabric Management Protocol
9771,6307-6314,Unassigned
9772,6315,Sensor Control Unit Protocol
9773,6315,Sensor Control Unit Protocol Discovery Protocol
9774,6316,Ethernet Sensor Communications Protocol
9775,6316,Ethernet Sensor Communications Protocol
9776,6317,Navtech Radar Sensor Data Command
9777,6317,Navtech Radar Sensor Data
9778,6318-6319,Unassigned
9779,6320,Double-Take Replication Service
9780,6320,Double-Take Replication Service
9781,6321,Empress Software Connectivity Server 1
9782,6321,Empress Software Connectivity Server 1
9783,6322,Empress Software Connectivity Server 2
9784,6322,Empress Software Connectivity Server 2
9785,6323,Unassigned
9786,6324,HR Device Network Configuration Service
9787,6324,HR Device Network service
9788,6325,Double-Take Management Service
9789,6325,Reserved
9790,6326,Double-Take Virtual Recovery Assistant
9791,6326,Reserved
9792,6327-6342,Unassigned
9793,6343,sFlow traffic monitoring
9794,6343,sFlow traffic monitoring
9795,6344,Argus-Spectr security and fire-prevention systems service
9796,6344,Reserved
9797,6345-6345,Unassigned
9798,6346,gnutella-svc
9799,6346,gnutella-svc
9800,6347,gnutella-rtr
9801,6347,gnutella-rtr
9802,6348-6349,Unassigned
9803,6350,App Discovery and Access Protocol
9804,6350,App Discovery and Access Protocol
9805,6351-6354,Unassigned
9806,6355,PMCS applications
9807,6355,PMCS applications
9808,6356-6359,Unassigned
9809,6360,MetaEdit+ Multi-User
9810,6360,MetaEdit+ Multi-User
9811,6361-6362,Unassigned
9812,6363,Named Data Networking
9813,6363,Reserved
9814,6364-6369,Unassigned
9815,6370,MetaEdit+ Server Administration
9816,6370,MetaEdit+ Server Administration
9817,6371-6378,Unassigned
9818,6379,An advanced key-value cache and store
9819,6379,Reserved
9820,6380-6381,Unassigned
9821,6382,Metatude Dialogue Server
9822,6382,Metatude Dialogue Server
9823,6383-6388,Unassigned
9824,6389,clariion-evr01
9825,6389,clariion-evr01
9826,6390,MetaEdit+ WebService API
9827,6390,MetaEdit+ WebService API
9828,6391-6399,Unassigned
9829,6400,Business Objects CMS contact port
9830,6401,boe-was
9831,6402,boe-eventsrv
9832,6403,boe-cachesvr
9833,6404,Business Objects Enterprise internal server
9834,6405,Business Objects Enterprise internal server
9835,6406,Business Objects Enterprise internal server
9836,6407,Business Objects Enterprise internal server
9837,6408,Business Objects Enterprise internal server
9838,6409,Business Objects Enterprise internal server
9839,6410,Business Objects Enterprise internal server
9840,6411-6416,Unassigned
9841,6417,Faxcom Message Service
9842,6417,Faxcom Message Service
9843,6418,SYserver remote commands
9844,6418,Reserved
9845,6419,Simple VDR Protocol
9846,6419,Simple VDR Protocol Discovery
9847,6420,NIM_VDRShell
9848,6420,NIM_VDRShell
9849,6421,NIM_WAN
9850,6421,NIM_WAN
9851,6422-6431,Unassigned
9852,6432,PgBouncer
9853,6432,Reserved
9854,6433-6441,Unassigned
9855,6442,Transitory Application Request Protocol
9856,6442,Reserved
9857,6443,Service Registry Default HTTPS Domain
9858,6443,Service Registry Default HTTPS Domain
9859,6444,"Grid Engine Qmaster Service
IANA assigned this well-formed service name as a replacement for ""sge_qmaster""."
9860,6444,Grid Engine Qmaster Service
9861,6444,"Grid Engine Qmaster Service
IANA assigned this well-formed service name as a replacement for ""sge_qmaster""."
9862,6444,Grid Engine Qmaster Service
9863,6445,"Grid Engine Execution Service
IANA assigned this well-formed service name as a replacement for ""sge_execd""."
9864,6445,Grid Engine Execution Service
9865,6445,"Grid Engine Execution Service
IANA assigned this well-formed service name as a replacement for ""sge_execd""."
9866,6445,Grid Engine Execution Service
9867,6446,MySQL Proxy
9868,6446,MySQL Proxy
9869,6447-6454,Unassigned
9870,6455,SKIP Certificate Receive
9871,6455,SKIP Certificate Receive
9872,6456,SKIP Certificate Send
9873,6456,SKIP Certificate Send
9874,6457-6470,Unassigned
9875,6471,LVision License Manager
9876,6471,LVision License Manager
9877,6472-6479,Unassigned
9878,6480,Service Registry Default HTTP Domain
9879,6480,Service Registry Default HTTP Domain
9880,6481,Service Tags
9881,6481,Service Tags
9882,6482,Logical Domains Management Interface
9883,6482,Logical Domains Management Interface
9884,6483,SunVTS RMI
9885,6483,SunVTS RMI
9886,6484,Service Registry Default JMS Domain
9887,6484,Service Registry Default JMS Domain
9888,6485,Service Registry Default IIOP Domain
9889,6485,Service Registry Default IIOP Domain
9890,6486,Service Registry Default IIOPS Domain
9891,6486,Service Registry Default IIOPS Domain
9892,6487,Service Registry Default IIOPAuth Domain
9893,6487,Service Registry Default IIOPAuth Domain
9894,6488,Service Registry Default JMX Domain
9895,6488,Service Registry Default JMX Domain
9896,6489,Service Registry Default Admin Domain
9897,6489,Service Registry Default Admin Domain
9898,6490-6499,Unassigned
9899,6500,BoKS Master
